PostalCode,n,mean,std,ci_lower,ci_upper
0379,80,39.46594298245553,52.16437764784882,28.034919728848596,50.89696623606247
8240,198,37.98393775473993,426.00213396880645,-21.354382864290002,97.32225837376986
4005,218,36.31192463253403,311.38511183151,-5.023810763682214,77.64766002875027
2410,2194,35.95818633530348,1606.9116763987986,-31.28213283481095,103.19850550541791
0510,306,35.924782421740254,703.6611312401094,-42.91745135086433,114.76701619434485
0314,2789,35.80550726122452,1791.1689509108814,-30.67102654709332,102.28204106954236
4023,2710,35.060084651680576,1781.429742818223,-32.01174057379995,102.13190987716109
0299,16731,34.84390144449131,1466.699916912108,12.619176790160104,57.06862609882251
7750,5324,34.35304193283676,2344.5403302366067,-28.62581236159093,97.33189622726445
0557,535,32.048557245061716,1238.2172940711716,-72.87573437390157,136.972848864025
2040,590,31.733793921197655,1281.9830794640804,-71.71188603995866,135.17947388235396
0365,240,31.07908810916125,260.7747854459297,-1.913474328173411,64.07165054649592
4056,1813,30.49180765188775,1920.3068103772878,-57.903210931762175,118.88682623553768
7405,10731,30.22798962393324,1369.3989483094745,4.3180760751508345,56.137903172715646
0201,690,28.176457277133533,1153.9801880759494,-57.92884164253084,114.28175619679791
2014,992,28.075164412416786,1855.3229170392058,-87.3816961718513,143.53202499668487
0742,1378,28.028957327313325,1144.7820997133822,-32.41519516431471,88.47310981894135
0555,1527,27.804765405496322,1833.8052558051295,-64.1744638243065,119.78399463529915
2090,2093,27.729772444696,1473.705601932124,-35.406973048226135,90.86651793761813
1803,1222,27.0221348596903,1490.4405363175588,-56.54492491208035,110.58919463146094
4060,1325,26.923524133543015,2128.0747427798806,-87.66338620939364,141.51043447647967
0161,362,26.72415283887806,1178.877017095319,-94.71823197211955,148.16653764987566
0360,2151,24.218913551856602,1636.7477122926487,-44.951059859402875,93.38888696311608
0162,2083,24.031750645196166,1709.8112066443407,-49.395893690549784,97.45939498094212
1021,1164,23.618918494255812,1761.56743449317,-77.58069509632105,124.81853208483267
0470,7052,23.46440486807378,1592.5716285803305,-13.706137160324431,60.63494689647199
6835,372,23.21360652297318,1861.233959053822,-165.92734487383342,212.35455791977978
2001,1272,23.042678228282714,1780.5593087508967,-74.8091535192917,120.89450997585712
7941,674,21.054295501604134,804.911470632985,-39.71360606393961,81.82219706714788
4030,830,19.761441455416175,2157.7252332077733,-127.03420153191841,166.55708444275075
3250,376,18.94416263440818,1218.7852247627916,-104.24977295936273,142.1380982281791
1022,5367,18.940746012329743,2598.3503758977226,-50.57576820573263,88.45726023039211
4110,981,18.828001702078048,2492.7195587911215,-137.16136288412912,174.8173662882852
4004,1372,16.984855229746167,2816.2820382341697,-132.03878266996804,166.00849312946036
7100,5906,16.430814350044464,2054.354658221726,-35.96357356707338,68.82520226716231
3670,393,16.29418356179342,954.4064475020621,-78.06695245306737,110.65531957665421
1460,602,15.080439033630281,1790.4010192307846,-127.94330482141024,158.1041828886708
0407,1354,14.559721153473328,1590.8252720665255,-70.1765250242406,99.29596733118727
4091,2963,13.53773193645585,1963.029414394081,-57.14560639955764,84.22107027246935
4132,188,11.457916832231323,1563.06792817823,-211.97903542103086,234.8948690854935
0182,1255,10.892109517914673,2035.392057753873,-101.7192713643827,123.50349040021206
0338,1481,10.106803164550982,1666.8556332926473,-74.78710540154879,95.00071173065075
1619,1039,9.68881810612256,2849.670603737529,-163.58899570101363,182.96663191325877
9499,154,9.65121667805831,675.6773143415892,-97.0661373707615,116.3685707268781
4339,403,7.864624957812039,1546.746343744917,-143.1512650089939,158.88051492461796
0458,8392,7.598011604596404,2122.2836110566627,-37.80940082798457,53.00542403717737
0175,297,7.016197953882881,1725.4897566346067,-189.22502069032342,203.25741659808918
1441,536,7.0060073690683575,1947.892467735673,-157.90082696278304,171.91284170091976
0450,1402,5.583376998922601,1535.3325213300652,-74.78487336967493,85.95162736752013
1804,1651,5.222809332055833,3489.944834118529,-163.12252977820265,173.56814844231434
8301,682,3.839876061396856,1177.5698668592931,-84.53942606289807,92.21917818569177
8020,2864,2.448808281972366,3292.010030548358,-118.11881902166517,123.0164355856099
0190,1862,2.373441286855536,2855.8497202500457,-127.34495875650332,132.09184133021438
8060,423,2.2060748235835006,2160.162607142839,-203.65409738872367,208.06624703589065
7570,3703,2.19832208698066,3985.275002553883,-126.1639838968787,130.56062807084
0902,4812,1.1036815523244405,2767.882628238417,-77.10247302120104,79.30983612584993
0309,1403,0.9145338109791782,1730.285415847344,-89.6264028596857,91.45547048164406
7441,3166,-0.3050726782466453,1827.5691729363373,-63.96621686266711,63.35607150617382
1813,1026,-0.4385833364462949,1864.3236507138354,-114.5170565274909,113.6398898545983
1682,596,-0.7226911736683448,1493.929819404254,-120.66244069064697,119.21705834331027
1059,1914,-1.038670142814833,2847.517321666067,-128.60952895998898,126.5321886743593
0002,653,-1.5674871551877312,1731.507758613871,-134.37539114933313,131.24041683895766
0430,468,-2.2547968398564966,1756.2485728118816,-161.3727300731646,156.86313639345158
1550,772,-2.633483462333369,2794.509282344923,-199.76359957277342,194.49663264810667
1724,4607,-2.7082628462022753,2004.3245460668495,-60.58646206759479,55.16993637519024
1811,1071,-5.40851499547854,1425.5748740366032,-90.78757483160688,79.9705448406498
4401,249,-6.550254362100778,1661.8514701721062,-212.96874753599346,199.86823881179188
6213,1447,-6.581971228132653,1506.7638743044422,-84.21866011162797,71.05471765536265
0125,808,-6.668009773115689,1639.0603135821636,-119.6854133786404,106.34939383240904
3170,1609,-6.711009618716264,2992.8104433279645,-152.94800654568323,139.52598730825068
7144,495,-7.298646293152526,1981.2157394489889,-181.83473582189765,167.2374432355926
0700,662,-8.442863331582453,1734.356686371405,-140.56192956635837,123.67620290319346
2000,90934,-8.939661139109917,2382.3199387568666,-24.424012208486804,6.544689930266969
0001,2848,-10.78904176569187,2885.227169847292,-116.75493225955896,95.17684872817523
2091,913,-14.014739671657194,2459.865583561185,-173.57769036423338,145.54821102091898
8001,197,-14.05362967144432,1222.7041239696996,-184.79719087959356,156.6899315367049
3610,4961,-15.671625178163344,3951.41044090467,-125.6288071155375,94.28555675921082
1618,448,-18.13176294158057,2450.9000386530142,-245.08828261098694,208.8247567278258
0184,297,-18.529405289318017,1848.0184270359598,-228.70589970433707,191.64708912570103
7455,1486,-18.659664467654505,2495.1868091309702,-145.5269747548572,108.20764581954819
1425,56,-18.74532894736942,1321.489533959652,-364.8646042872904,327.3739463925515
2876,828,-19.42053621616406,3037.8846345223765,-226.34516283270258,187.50409040037445
7784,13560,-20.787464934558816,3975.5922206382124,-87.70317005923823,46.12824019012061
8000,8855,-21.079078433946005,4616.783581023613,-117.24059531060085,75.08243844270883
0044,330,-21.41253715222449,2271.120765911709,-266.4538607627168,223.6287864582678
0122,27898,-22.29730639357688,3212.3441421351126,-59.992988121819565,15.398375334665811
0186,1084,-23.185084233741662,2117.090767152967,-149.21710753263562,102.84693906515231
0474,1373,-26.390658475928866,1907.404151002392,-127.28423704138112,74.50292008952337
1868,2084,-26.454432157345966,2729.5544739404772,-143.64670578698795,90.73784147229601
4360,6555,-26.533591104194123,3892.191481530761,-120.7581083752005,67.69092616681223
5660,217,-27.195671162818908,1658.6872589363356,-247.88976615662622,193.4984238309884
3000,462,-28.531713355358438,3077.3839587826938,-309.1505172874802,252.08709057676336
1759,1177,-28.645671883892533,2704.7188037800393,-183.16754366566107,125.876199897876
7800,1769,-28.674973483955316,2470.9366092502714,-143.82227344046072,86.47232647255008
4359,2130,-28.946065218678317,2833.5652389249594,-149.28314984801477,91.39101941065815
2062,140,-30.057449349179958,1280.9498357836114,-242.24708929521748,182.13219059685755
3624,382,-31.091140810140985,1663.0255111501463,-197.8632039045482,135.68092228426622
4145,200,-31.633006228070588,1857.9910819843083,-289.13743254529663,225.87142008915544
4000,3301,-32.03213313247617,3273.699155345309,-143.71127688406077,79.64701061910844
2196,7277,-32.40020304885644,6022.517177101001,-170.77529779143237,105.97489169371948
8051,467,-33.77218677781735,2012.9833858492493,-216.34572053838426,148.80134698274955
4068,5176,-34.522012388559865,2358.746103185224,-98.78192538559125,29.737900608471513
1020,1570,-35.45548342951804,2793.597190443486,-173.6433876819633,102.73242082292722
7947,367,-35.51857105003613,2273.095377018195,-268.08161220807136,197.04447010799913
0305,876,-36.50229104808384,2088.6492199738914,-174.81736918161013,101.81278708544247
0477,312,-37.36790513945166,2111.3310953682303,-271.6478527940101,196.91204251510678
4380,351,-37.48607337431924,3287.432785050074,-381.40762789153024,306.4354811428918
1030,965,-40.33269697183003,1757.4316307887898,-151.21719975137376,70.55180580771368
3855,233,-40.79784762693588,2394.6016628367306,-348.273966538081,266.67827128420925
4051,5256,-41.17470780681123,4197.985433383606,-154.66777166136225,72.3183560477398
0200,1285,-41.4057393673617,3898.9022381922537,-254.58593345200424,171.77445471728086
2066,330,-42.477554585327404,2532.79225340977,-315.75177915382363,230.7966699831688
4105,380,-43.42271042951222,2417.140564231787,-286.4562319286856,199.6108110696612
8017,2028,-43.87893873574192,2795.070894399163,-165.52972601418315,77.7718485426993
7764,2144,-45.30179586761145,1953.4549049430914,-127.99066851330278,37.387076778079866
7140,2890,-47.06672275897578,3390.6844505477143,-170.68836954526267,76.5549240273111
0335,641,-48.98035424604021,2445.901238396597,-238.33064377877812,140.3699352866977
0277,331,-49.0447741661925,2499.147554985908,-318.28129698522935,220.19174865284435
1852,950,-49.39125254851275,3773.837152300247,-289.3725651257014,190.5900600286759
4094,834,-51.5190354308439,2648.6501815267247,-231.28093513269366,128.24286427100586
1039,670,-51.83433578823526,3491.8793783561337,-316.2443522840597,212.57568070758919
5322,724,-54.802731241077176,3684.558096743644,-323.196356793158,213.5908943110036
7793,1110,-55.1944142414065,3544.710010095887,-263.72765553538824,153.33882705257525
1774,391,-59.54624594093962,3117.772970234304,-368.58445636753925,249.49196448566
4037,4955,-59.80623489721326,4811.528630310739,-193.779245336364,74.1667755419375
1060,2341,-59.861937361973375,2610.1061250196294,-165.59566178476234,45.87178706081559
0311,286,-60.07665666789386,2584.573872454336,-359.62160821771784,239.4682948819301
1401,694,-60.54740066234224,3485.757549941558,-319.8897930552392,198.79499173055473
0404,786,-61.416397242310964,2641.798128966996,-246.10684177095078,123.27404728632887
3630,1399,-61.52041435175626,6135.235040690018,-383.01852074936266,259.9776920458502
5090,395,-61.536276335728786,3427.7795043435767,-399.5780729592336,276.505520287776
4065,682,-61.751153032875756,2150.158156486681,-223.1254227685498,99.62311670279831
3815,137,-61.94993287315315,1769.6585774339742,-358.28651887942675,234.38665313312043
2499,362,-62.05266384192589,3160.1225165918086,-387.5936737561181,263.4883460722663
0157,693,-62.88967813704511,3362.6064469334683,-313.24999661534133,187.4706403412511
0177,708,-63.21334884394528,2004.5495610393145,-210.87109696196674,84.44439927407618
6212,1705,-63.358980209452184,5870.53932209013,-342.01721462481333,215.299254205909
4063,1782,-63.71715271097256,3080.123818580079,-206.72846659842722,79.2941611764821
4092,3231,-66.21595895604993,5544.077971210763,-257.3847183874601,124.95280047536026
0139,110,-67.50504944178677,1398.982397801429,-328.9450157878712,193.93491690429772
1754,1969,-68.0018647458758,4904.555181206507,-284.6389672654929,148.63523777374127
2056,426,-68.86263922432964,3555.834547567759,-406.53290286984816,268.80762442118885
4200,719,-72.53545364600461,2908.4319604259813,-285.12922417372033,140.05831688171114
4057,1066,-74.8500718163253,3462.3482822253304,-282.69920660272294,132.99906297007237
1426,853,-77.23304267238869,4324.142061379183,-367.42241905806617,212.95633371328876
0021,401,-81.21736542909885,3317.5102344736547,-405.92773381041025,243.49300295221258
1455,351,-82.12434536245688,3110.206613131981,-407.5050187324123,243.2563280074985
1548,155,-89.54325163846185,1803.3506384337768,-373.4465251958814,194.36002191895767
0449,676,-95.89175625271827,2793.3420322419606,-306.46677099095837,114.68325848552183
2745,285,-96.62893009263442,2474.5829026704023,-383.92894553508984,190.67108534982097
4001,3907,-97.95478341234751,4602.049666188973,-242.26120819215498,46.351641367459976
0737,287,-98.32137067407238,3068.354329883109,-453.31506019508475,256.67231884693996
0708,387,-100.44121836892036,2958.8653380935575,-395.2400711613518,194.35763442351106
0302,5273,-101.84685057575997,5167.1725200587525,-241.31664076580955,37.62293961428962
1700,620,-103.6735590850178,3090.7716933961024,-346.9651804903426,139.61806232030705
1126,70,-109.28596634443268,1768.211528816454,-523.5156996373138,304.94376694844846
0456,135,-116.58152609720283,2494.9913337518005,-537.461467735492,304.2984155410863
1874,922,-117.01736573380171,2831.113372663652,-299.7633624571263,65.72863098952283
7785,3067,-117.56700892217992,5956.939103677023,-328.392122905073,93.25810506071315
4052,1693,-118.78639197104266,3550.070264862815,-287.89454303505187,50.321759092966545
1454,160,-119.65157501827511,2376.77548838838,-487.93675249642695,248.6336024598767
4099,1726,-124.07769096855793,6625.103571811363,-436.63405619416636,188.4786742570505
1865,627,-128.4227734949356,3757.2280017761427,-422.51927028173446,165.67372329186327
4087,97,-132.25124609634062,2135.5609803547313,-557.2446418515257,292.74214965884437
6000,366,-137.80245752425358,4721.390063432685,-621.5128411746956,345.9079261261884
4820,745,-145.59086723332996,6631.811895661232,-621.813612647428,330.63187818076807
4069,637,-146.69412936808556,3305.7495322152517,-403.4121173548619,110.02385861869078
1024,350,-148.82409273182986,4667.256780334839,-637.795815358927,340.14762989526724
7160,525,-149.7061998833116,6039.673747297739,-666.3484261201286,366.93602635350544
7450,965,-156.27240329285843,4399.620627595922,-433.8648496576913,121.32004307197445
0005,360,-161.91687719298312,2674.8970712624932,-438.2366074152879,114.40285302932165
7783,522,-163.82777479018426,5685.176003879248,-651.5412265395807,323.88567695921216
2063,72,-167.00836002248082,2332.909905727257,-705.883055339905,371.8663352949434
1863,5136,-169.47850505690784,5159.092518398213,-310.57521269334677,-28.38179742046887
2351,242,-174.23429021266895,3208.5612096382197,-578.4923777405872,230.0237973152494
0631,239,-174.8686792548253,3522.5945568404654,-621.4697711738772,271.73241266422656
0920,300,-183.13085526315822,4004.521312892122,-636.2851010260348,270.0233904997183
2094,280,-185.34659836457558,4996.668249600429,-770.618361005549,399.9251642763978
3350,104,-189.27968117408957,2780.4456337892,-723.6641278014546,345.1047654532755
1431,1297,-189.65181328674612,8596.950794810464,-657.5275504185072,278.223923845015
2194,735,-190.65467584860767,4719.177562532827,-531.8308698550009,150.52151815778558
4310,510,-194.18120511150363,4900.566617817962,-619.5026500549093,231.14023983190208
0467,90,-207.69176413255425,2463.2553374246727,-716.6055893546871,301.2220610895787
1949,64,-208.7598578673254,2646.0331182650893,-857.0379718422723,439.5182561076215
2143,352,-209.851398778996,2610.6895064119212,-482.58582652405335,62.88302896606129
7802,468,-217.77676878092717,4394.384439339094,-615.9125342100403,180.35899664818595
0303,1212,-225.39915089570007,8531.96846334929,-705.7449566792201,254.94665488781993
0183,1095,-226.4192073531399,5322.013782054945,-541.6473670993914,88.80895239311164
2031,372,-229.97475246048154,4402.278541242185,-677.3398714740955,217.3903665531324
0181,137,-236.21348421383126,2172.1408374253815,-599.9473752001911,127.52040677252856
2093,994,-238.03572964214305,7964.160950222606,-733.1471082839835,257.0756489996974
1540,160,-244.3840026734346,4222.731674168482,-898.7030545407466,409.9350491938775
1947,89,-250.7072822787309,2912.8071917749476,-855.8708941158807,354.45632955841893
1739,674,-255.72018910844494,6853.3001373036095,-773.1195346728549,261.67915645596497
4027,121,-271.90560996132075,3193.514200396909,-840.9317765774972,297.12055665485576
1507,100,-274.8321974310782,3809.7756167654725,-1021.5482183171107,471.8838234549543
4031,367,-275.76667495681755,3914.5506760285434,-676.268923647614,124.73557373397887
7700,160,-282.8826993621493,2804.6166794955006,-717.4625562364571,151.69715751215847
7581,263,-285.15341377676094,3539.622653761696,-712.9478806340128,142.64105308049085
0179,797,-289.06710714131066,8509.853857881591,-879.8787056181269,301.7444913355056
2198,1409,-290.10640398099883,7244.1122841792485,-668.362336428135,88.14952846613738
3609,100,-321.7804863610642,4641.039829043384,-1231.4242928535675,587.863320131439
6836,160,-331.3174605263162,5603.456465629336,-1199.5820353746162,536.9471143219837
7975,1602,-333.65735965035987,11617.510509725644,-902.5599215701063,235.24520226938654
2037,1714,-342.3377041453401,5654.034071751814,-610.0134884307247,-74.6619198599555
2191,164,-344.1321641378076,5549.629914895158,-1193.5046134185548,505.2402851429396
7751,261,-346.56125477300975,5719.408465585075,-1040.4453477101588,347.3228381641393
0031,135,-351.96267056530303,3644.9806517699394,-966.8342427573994,262.9089016267933
1834,220,-371.2210164891702,4836.235120528065,-1010.296470896755,267.85443791841453
5700,99,-399.4849048492856,5017.803957131962,-1387.9291192383732,588.959309539802
0945,132,-405.1320122275386,5631.5600703049,-1365.854213111673,555.5901886565957
0307,442,-408.1268272591779,10370.18698139631,-1374.9154340022546,558.661779483899
3700,499,-422.7423882176471,11752.284333262372,-1453.9072102134355,608.4224337781415
4680,451,-451.4043560019436,12211.284321568792,-1578.4179218570475,675.6092098531603
1501,136,-472.6815264017894,5320.141701643452,-1366.8303654995104,421.4673126959315
4171,430,-484.0492798857616,6226.919353718367,-1072.6151637484436,104.51660397692046
2157,427,-489.7425266428694,6525.002507606461,-1108.645852856284,129.160799570545
1791,287,-501.54102138706406,10205.683099296823,-1682.288975499534,679.2069327254057
4058,320,-509.31203795274405,8357.390284371306,-1425.0089846799203,406.38490877443223
7133,198,-522.6472496755905,6338.045127858497,-1405.4807472239543,360.18624787277327
1610,255,-529.3797742673701,10174.390317825551,-1778.1840456121372,719.4244970773971
0198,272,-653.9811216252211,9622.297474980314,-1797.5185884913617,489.55634524091954
1665,80,-659.2184949066212,6493.327799630974,-2082.1316862026924,763.6946963894501
0081,603,-661.0651747018542,11290.155900194295,-1562.2157290767489,240.0853796730405
9323,55,-718.8136682615633,5966.004419301903,-2295.547176969351,857.9198404462242
2070,54,-743.4864084868686,6436.121623907016,-2460.143033269529,973.1702162957918
3651,70,-752.3117561314,7332.2899395672175,-2470.009246841676,965.385734578876
1805,165,-944.3629625953944,13020.00528048751,-2931.0307939074423,1042.3048687166538
4008,83,-970.8676908085137,8902.157008444987,-2886.059496442753,944.3241148257254
5050,175,-1080.9631554339749,15199.474258093884,-3332.9487764012606,1171.0224655333109
1751,77,-1221.0908424470267,11358.423708098207,-3758.139368804499,1315.9576839104457
9756,99,-1500.4689965300975,15776.648448359378,-4608.27014110584,1607.332148045645
2920,55,-1613.1773125996797,8427.336965003818,-3840.407406312572,614.0527811132129
0046,0,,,,
0049,0,,,,
0066,0,,,,
0143,0,,,,
0154,0,,,,
0192,0,,,,
0196,0,,,,
0258,0,,,,
0284,0,,,,
0286,0,,,,
0322,0,,,,
0325,0,,,,
0331,0,,,,
0340,0,,,,
0356,0,,,,
0371,0,,,,
0466,0,,,,
0479,0,,,,
0495,0,,,,
0690,0,,,,
0748,0,,,,
0751,0,,,,
0802,0,,,,
0827,0,,,,
1026,0,,,,
1027,0,,,,
1038,0,,,,
1154,0,,,,
1250,0,,,,
1342,0,,,,
1372,0,,,,
1462,0,,,,
1519,0,,,,
1612,0,,,,
1620,0,,,,
1630,0,,,,
1748,0,,,,
1807,0,,,,
1884,0,,,,
1914,0,,,,
1932,0,,,,
1963,0,,,,
1980,0,,,,
2010,0,,,,
2017,0,,,,
2018,0,,,,
2019,0,,,,
2021,0,,,,
2055,0,,,,
2128,0,,,,
2192,0,,,,
2210,0,,,,
2470,0,,,,
2500,0,,,,
2502,0,,,,
2531,0,,,,
2571,0,,,,
2620,0,,,,
2766,0,,,,
2841,0,,,,
2869,0,,,,
2952,0,,,,
3080,0,,,,
3150,0,,,,
3242,0,,,,
3257,0,,,,
3290,0,,,,
3300,0,,,,
3381,0,,,,
3612,0,,,,
3616,0,,,,
3650,0,,,,
3655,0,,,,
3680,0,,,,
3740,0,,,,
3750,0,,,,
3802,0,,,,
3837,0,,,,
3882,0,,,,
3887,0,,,,
3910,0,,,,
3915,0,,,,
3965,0,,,,
4016,0,,,,
4019,0,,,,
4025,0,,,,
4053,0,,,,
4067,0,,,,
4148,0,,,,
4150,0,,,,
4184,0,,,,
4455,0,,,,
4810,0,,,,
4811,0,,,,
5070,0,,,,
5099,0,,,,
5143,0,,,,
5185,0,,,,
5200,0,,,,
5326,0,,,,
5435,0,,,,
5455,0,,,,
5687,0,,,,
6070,0,,,,
6105,0,,,,
6229,0,,,,
6350,0,,,,
6570,0,,,,
6571,0,,,,
6655,0,,,,
6705,0,,,,
6720,0,,,,
6810,0,,,,
6838,0,,,,
6840,0,,,,
7280,0,,,,
7340,0,,,,
7350,0,,,,
7439,0,,,,
7456,0,,,,
7463,0,,,,
7560,0,,,,
7569,0,,,,
7571,0,,,,
7582,0,,,,
7583,0,,,,
7626,0,,,,
7646,0,,,,
7760,0,,,,
7763,0,,,,
7788,0,,,,
7789,0,,,,
7790,0,,,,
7801,0,,,,
7925,0,,,,
8149,0,,,,
8460,0,,,,
8584,0,,,,
8586,0,,,,
8701,0,,,,
9720,0,,,,
9745,0,,,,
